zone1,zone2,year,unit,value
bus18,bus94,2023,dollar/MWh,0.01
bus95,bus91,2023,dollar/MWh,0.01
bus91,bus95,2023,dollar/MWh,0.01
bus97,bus113,2023,dollar/MWh,0.01
bus113,bus97,2023,dollar/MWh,0.01
bus98,bus282,2023,dollar/MWh,0.01
bus282,bus98,2023,dollar/MWh,0.01
bus98,bus286,2023,dollar/MWh,0.01
bus286,bus98,2023,dollar/MWh,0.01
bus99,bus80,2023,dollar/MWh,0.01
bus80,bus99,2023,dollar/MWh,0.01
bus99,bus82,2023,dollar/MWh,0.01
bus82,bus99,2023,dollar/MWh,0.01
bus99,bus98,2023,dollar/MWh,0.01
bus98,bus99,2023,dollar/MWh,0.01
